,Title,Artist,Link,Genre,Lyrics
10,나빠(NAPPA),Crush,https://www.melon.com/song/detail.htm?songId=32014102,R&B;/Soul,아무 말 안 해도 다 알고 있다고괜찮은척해도 다 드러나는 걸뾰로통한 입술 차가운 네 말투에왜 내 맘을 의심해네가 제일 잘 알면서미안하단 말이 입에 붙어서 yeah또 미안해 슬쩍 말을 꺼내보지만눈칫밥에 체한 넌 몸살 날라 그래 오늘은 이래저래 음 늦었어 yeah쓸데없이 핑계만 늘어놓고선 yeah날 안아줘 my baby 바보 같은 나말해줘 너에게 난나빠 아파내가 바빠 바빠서네 맘 아파아파서나빠 나빠 나빠 내가 나빠 나빠널 바래다주는 길은괜히 딴청을 피우고네 손잡으려고 해도나 좀 봐달라고 떼써도초라한 나에겐온 세상이 너인데지키지도 못할 약속을 하고또 미안하단 말만 되뇌어보지만실망 가득한 표정에발걸음은 더 느려져네 마음 바득바득 긁어놓고선난 어리광만 피워 진짜 이기적이야날 안아줘 my baby 바보 같은 나말해줘 너에게 난나빠 아파내가 바빠 바빠서네 맘 아파아파서나빠 나빠 나빠 내가 나빠 나빠
11,Tip Toe (with 이하이),Crush,https://www.melon.com/song/detail.htm?songId=32999764,R&B;/Soul,Tip tip toe tip tip toe살금 살금 movin’ onTip tip toe 아무도 모르게Tip tip toe tip tip toe발끝으로 movin’ onTip tip toe stop아무도 눈치 못채게Babe tonight alright눈이 마주친 순간넌 내가 찾던 boy둘 사이 시그널 um um um다들 바빠 각자원하는 사람 찾아빠져나가둘만 아는 곳으로That’s right내 styleLet’s rideI’ve been drinkingGet high첨 본 순간부터 girl I need u네 생각 내 생각 같아There’s no next time간절히 원했던 이 느낌심장이 간지러운듯이Tip tip toe tip tip toe살금 살금 movin’ onTip tip toe 아무도 모르게Tip tip toe tip tip toe발끝으로 movin’ onTip tip toe stop아무도 눈치 못채게Girl whip in the carLet’s take our time시간 둘 필요 없어 지금이 맞아볼륨은 젤 크게 90’s vibestake my hands 그래도 돼기분이 닿는대로santal 향기에 난 심취함넌 날 TV로만 봤겠지만실물이 나아넌 날 이미지로 봤겠지만실물이 맞아그래 너무 예쁘니까I wanna dive into your heartTip tip toe tip tip toe살금 살금 movin’ onTip tip toe 아무도 모르게Tip tip toe tip tip toe발끝으로 movin’ onTip tip toe stop아무도 눈치 못채게어느새 발걸음이 너에게로Baby let me call you te quiero처음 봤지만 어색하지않은 태도alright we ride어느새 발걸음은 너에게로Baby let me call you te quiero처음 봤지만 어색하지않은 태도alright we rideTip tip toe tip tip toe살금 살금 movin’ onTip tip toe 아무도 모르게Tip tip toe tip tip toe발끝으로 movin’ onTip tip toe stop
12,감아 (Feat. Crush),로꼬,https://www.melon.com/song/detail.htm?songId=4527879,랩/힙합,이제 익숙해지는 것 같아키가 작을 때부터 해왔던 상상마음껏 펼치고는 꿀 같은 단잠자고 일어났어 어딜 가든 나는 항상자신감 넘치게 행동해야 하지아직 많이 부족하긴 해도 끝까지이뤄낼 거야 내 꿈 너도 알지그래도 네가 있어 난 힘이 나지너의 하루는 어땠어느껴져 딱 목소리에서누가 또 네 심기에 손 댔어맞아 전부 그 사람이 잘못했어쓰다듬어주고 싶어 네 머리를오늘도 고생 많이 했어이번 주말에는 떠나자 어디든일단 눈 감아 내 팔에 기대서Baby 난 너만 담아오늘은 편하게 내게 안겨도 돼겁먹지마이 밤이 우릴 환하게 반겨주네눈을 감아두 눈을 감아허리에 팔을 감아나만 믿고 따라와쉬는 동안에도 주말마다 일이 생기지가끔은 너무 정신 없어서 내 몸도 못 챙기지내 나름대로의 욕심 때문에 압박이 머리를 조여도다 풀어냈을 때 그 시원함이 나를 무대위로 또 올려줘나도 오늘 일을 끝냈으니 편안하게 와서 안겨도 돼현실이 꼬리를 물기 전에 더 이상은 아무것도 생각하지 않기로 해괜찮아 괜찮아 우리 둘 밖에 없어네가 하고 싶은 대로 해 준비 안된 건 없어Baby 난 너만 담아오늘은 편하게 내게 안겨도 돼겁먹지마이 밤이 우릴 환하게 반겨주네눈을 감아두 눈을 감아허리에 팔을 감아나만 믿고 따라와미리 맞춰놨어 적당한 온도너 때문에 오늘 아침부터 뎁혀 놔서 따듯해 내 몸도이리 와서 누워도 돼 내 옆에 눈감고 기대봐 내 옆에잡은 손 놓지 않아 절대 네가 눈을 떠도 어디 가지 않아 절대걱정하지 마 우리가 만날 시간은 많아오늘 따라 밤이 차갑지만 곁에 있어 괜찮아편하게 눈감아 내 곁에 누워도 돼두 손을 꼭 잡고 Ma BabyBaby 난 너만 담아오늘은 편하게 내게 안겨도 돼겁먹지마이 밤이 우릴 환하게 반겨주네눈을 감아두 눈을 감아허리에 팔을 감아나만 믿고 따라와내 노래의 모든 주제가니 이야기가 아니지만니가 있었기 때문에가능한 둘의 이야기야나 때문에 너의 하루가더 즐거웠으면 좋겠어난 하지 않아 절대 말로만거짓은 하나도 안 보탰어
13,Madeleine Love,CHEEZE (치즈),https://www.melon.com/song/detail.htm?songId=5694902,"발라드, 인디음악",오늘같이 싱그러운 날길거리 차도 별로 다니지 않아 문득 지나가다 거울을 보면 오늘 내 모습은 좀 예뻐 보이네 이따가 널 보면 무슨 말을 할까 날씨가 좋다고 뻔한 말이라도 건네볼까 어색한 장난이라도 용감하게 오늘은 널 웃음 짓게 만들 거야 I’m in madeleine love I’m in madeleine love I’m in madeleine love 오늘같이 햇볕 좋은 날엔 매일 걷던 거리도 지겹지 않아 문득 지나가다 거울을 보면 내 얼굴도 이 정도면 잘생겼네 이따가 널 보면 무슨 말을 할까 날씨가 좋다고 공원이라도 좀 걷자 할까 짓궂은 장난이라도 용감하게 오늘은 널 웃음 짓게 만들 거야 I’m in madeleine love I’m in madeleine love I’m in madeleine love I’m in madeleine loveI’m in madeleine loveI’m in madeleine love
14,어떻게 생각해,CHEEZE (치즈),https://www.melon.com/song/detail.htm?songId=8228040,"R&B;/Soul, 인디음악",이른 노을지던그 하늘 아래가로수 길을 따라걷던 우리들많은 사람들과 발끝을부딪치며 걷고있어아무 생각 없이앞만 봤었고뒤에선 누군가가쫓아온 듯 해이 많은 사람들은 모두어디로 가고 있는 걸까어떻게 생각해어떻게 생각해 넌어떻게 생각해어떻게 생각해 넌난 늘 생각해난 늘 생각해야 해이제 그만 지겨워어떻게 생각해어떻게 생각해 넌어떻게 생각해 이렇게 생각해 난이제 그만 지겨워그 날 넌 기억하니예전에 우리 꿈을 나누던그 밤의 놀이터를마냥 하늘만 보며결국 잘될 거라고 얘기했지어떻게 생각해어떻게 생각해 넌어떻게 생각해어떻게 생각해 넌난 늘 생각해난 늘 생각해야 해이제 그만 지겨워어떻게 생각해어떻게 생각해 넌어떻게 생각해 이렇게 생각해 난이제 그만 지겨워바보 같던 웃음의순수했던 날 우리가오늘도 내일도매일이 그리워어떻게 생각해어떻게 생각해 넌어떻게 생각해어떻게 생각해 넌난 늘 생각해난 늘 생각해야 해이제 그만 지겨워어떻게 생각해어떻게 생각해 넌어떻게 생각해 이렇게 생각해 난이제 그만 지겨워
15,Mood Indigo,CHEEZE (치즈),https://www.melon.com/song/detail.htm?songId=8228039,"R&B;/Soul, 인디음악",When I Fall In Love그대와 함께한다면곧 사라질 꿈이라도달콤하기만 하죠지금 이 순간 난 순간을 믿어요When I Fall In Love With You어제부터 난 확신했죠매일 그린 그림이바로 당신이란 걸 내일은 꼭 얘기할래요아무 이유도 없이보고 싶었다는걸사실 혼자 많이 설레였어요그대는 아마언제인지 모르겠지만앞으로도 많이궁금해질 것 같아요당장이라도 그대를껴안고만 싶은데Oh When I Fall In Love그대와 함께한다면곧 사라질 꿈이라도달콤하기만 하죠지금 이 순간 난 순간을 믿어요When I Fall In Love With You사실 조금은 겁이 나요우리 영화에도엔딩이 있을까요그대 내 손을 꼭 잡아줘같이 걷는 이 길덕분에 따뜻해요좋은 일만매일 있을 거에요날 보며 웃는 그대그 예쁜 모습처럼앞으로는 아직걱정 안 하기로 해요난 당장이라도그대를 껴안고만 싶은데Oh When I Fall In Love그대와 함께한다면곧 사라질 꿈이라도달콤하기만 하죠지금 이 순간 난 순간을 믿어요When I Fall In Love With You늘 그대였죠부푼 기대로 잠 못 들게 했죠왠지 우린 느낌 좋아 부드럽게Oh 당장이라도그대를 껴안고만 싶은데껴안고만 싶은데Oh When I Fall In Love그대와 함께한다면곧 사라질 꿈이라도달콤하기만 하죠지금 이 순간 난 순간을 믿어요When I Fall In Love With You
16,영화 같던 날,CHEEZE (치즈),https://www.melon.com/song/detail.htm?songId=31455642,"발라드, 국내드라마",한 번 단 하루의 짧은 순간그때였던걸까그때 느꼈을까설명할 수 없는 마음이그대와 있으면그렇게 떠올라그저 이 순간 지금 함께한모든 날들이 내겐 아름다울뿐It's beautiful time매번 소리나게 가슴이 뛰고It's a beautiful day아름다운 하루그림 같던 날영화 같던 밤모든게 잊혀지던너와 beautiful dayThis beautiful dayIt's beautiful여길 지나가는 모든 것들그중에 너만 날 보고 오고있어잠시 잠시 날 찾아왔던네가 지금까지 이렇게 머물러그저 이 순간 내 곁에 머물던너와 함께한 날이 아름다웠어It's beautiful time매번 소리나게 가슴이 뛰고It's a beautiful day아름다운 하루그림 같던 날영화 같던 밤모든게 잊혀지던너와 beautiful dayThis beautiful dayIt's beautiful그리운 날엔 너의 이름을 눌러적고그래도 남는 날엔 기억으로 널 그렸어 그래서 모든 날이내겐 beautiful dayThis beautiful dayIt's beautiful
17,연애 같은 걸 하니까,소란 (SORAN),https://www.melon.com/song/detail.htm?songId=30745314,"인디음악, 포크/블루스",그러게 연애 같은 걸 하니까이렇게 힘들 줄 몰랐으니까나 지금 되게 슬프고 뻔해그것 봐 내 주제에사랑은 무슨 사랑사랑 같은 소리들 하네나한텐 어렵기만 하던데TV 속에 다 가진 주인공로맨스는 누가 못해오늘 밤은 길기도 하네그때는 그렇게도 짧더니이 좋은 밤 혼자서 외롭게너 때문에 이게 다 뭐야그러게 연애 같은 걸 하니까이렇게 힘들 줄 몰랐으니까나 지금 되게 불쌍해너의 사진을 몇백 장째 보다가괜히 또 그립기만 하다니까억지로 맘을 멈출 순 없을까뒤척여봐도 똑같은 생각그것 봐 내 주제에사랑은 무슨 사랑이해 못하고흘려들었던 노래들이못 듣겠잖아눈물이 나서이런 거 진짜 싫어했었는데그러게 연애 같은 걸 하니까나는 또 바보처럼 굴 테니까나 지금 되게 불쌍해혹시 이런 날 네가 알아 주지는않을까 기대하고 있다니까우연히 마주치면 어떡할까노력해봐도 똑같은 생각그것 봐 내 주제에사랑은 무슨 사랑내 주제에연애는 무슨 연애
18,나만 알고 싶다,소란 (SORAN),https://www.melon.com/song/detail.htm?songId=30021731,"인디음악, 록/메탈",요즘 들어 벌써 몇 번네 얘기를 들어예쁘고 사람 참 괜찮다고그건 누구보다 내가확실하게 알지그런데 이상해 왜 이래나만 알고 싶다 나만 보고 싶다아무도 못 보게 널 감추고 싶다자꾸 보고 싶다 안아보고 싶다이 모든 감정 나만 느끼고 싶다어떻게 사람들이 모르게어떻게 오랫동안 이렇게넘치는 매력들 다감추고서 살았데 이런 나라서 미안해너만 보면 나도 모르게이기적이 돼나만 알고 싶다웃을 때 하는 손짓너만의 걸음걸이가방을 드는 건 항상 왼손알면 알수록 미쳐 너만의 디테일그런데 이상해 나 왜 이래나만 알고 나만 보고 싶다아무도 못 보게 널 감추고 싶다자꾸 보고 안아보고 싶다이 모든 감정 나만 느끼고 싶다어떻게 사람들이 모르게어떻게 오랫동안 이렇게넘치는 매력들 다감추고서 살았데 이런 나라서 미안해너만 보면 나도 모르게이기적이 돼나만 알고 싶다나만 알고 싶다 나만 보고 싶다아무도 못 보게 널 감추고 싶다자꾸 보고 싶다 안아보고 싶다세상에 다른 남잔 없음 좋겠다어떻게 사람들이 모르게어떻게 오랫동안 이렇게넘치는 매력들 다감추고서 살았대이런 나라서 미안해너만 보면 나도 모르게이기적이 돼나만 알고 싶다어떻게 사람들이 모르게어떻게 오랫동안 이렇게넘치는 매력들 다감추고서 살았데 이런 나라서 미안해너만 보면 나도 모르게이기적이 돼나만 알고 싶다
19,가을목이,소란 (SORAN),https://www.melon.com/song/detail.htm?songId=2900594,"인디음악, 록/메탈",고마워예쁘게 웃으며 얘기 해줘서내 고백을 받아줘서이거 아니 난 아직 조심스러워어쩜 내가 부담 주고 있는지 몰라넌 누가 봐도 예쁘잖아요즘 별에 별 생각에밤에 잠을 잘 못 자마치 꿈같던 그날 밤에넌 내게 대답했지정말 난 미친 척 하고 눈 딱 감고그냥 한번 말해 봤었는데고마워예쁘게 웃으며 얘기 해줘서내 고백을 받아줘서오 그대도사실 나를 좋아하고 있었다는믿어지지 않는 얘기넌 누가 봐도 예쁘잖아자꾸 꿈에 네가 나와밤에 잠을 잘 못 자우리 첨 만난 그 날에도이런 설렌 맘 이었지정말 난 우리 둘이서 그냥 편한좋은 친구 될 줄 알았는데고마워예쁘게 웃으며 얘기 해줘서내 고백을 받아줘서오 그대도사실 나를 좋아하고 있었다는믿어지지 않는 얘기고마워예쁘게 웃으며 얘기 해줘서내 고백을 받아줘서오 그대도사실 나를 좋아하고 있었다는믿어지지 않는 얘기고마워예쁘게 웃으며 얘기 해줘서내 고백을 받아줘서오 그대도사실 나를 좋아하고 있었다는믿어지지 않는 얘기고마워예쁘게 웃으며 얘기 해줘서내 고백을 받아줘서오 그대도사실 나를 좋아하고 있었다는믿어지지 않는 얘기
20,Perfect Day,소란 (SORAN),https://www.melon.com/song/detail.htm?songId=30477180,"인디음악, 록/메탈",오늘은 오늘만은 절대로 아니길 바랬는데 하늘엔 비 우산 없이 이 와중에 버스 놓침 그래도 오늘은 나름대로 셋팅이 완벽하지 새로 산 옷 예쁜 신발 핸드폰은 어디 아 너는 모를 거야 사실 난 매일 이래 되는 일 없어도 나는 너만 보면 괜찮아 왜냐면 You make perfect day 평소 같은 어제도 어제 같은 오늘도 오늘 같은 내일도 너만 있으면 완벽해 항상 같이 있을래 난 네가 필요해 You will make my perfect day And I will give my love to you today 이렇게 극장 안에 우리 둘이 까지는 좋았는데 영화 별로 발로 차고 뒷사람 스포일러 괜찮아 미리 봐둔 숨겨진 맛집이 기다리지 불친절함 맛은 평범함 그런데 가격은 너는 모를 거야 정말 기대했는데 되는 일 없어도 같이 있으니까 괜찮아 왜냐면 You make perfect day 평소 같은 어제도 어제 같은 오늘도 오늘 같은 내일도 너만 있으면 완벽해 항상 같이 있을래 난 네가 필요해 You will make my perfect day And I will give my love to you today Woo You are my perfect day Today is the day Woo You are my perfect day You make perfect day 평소 같은 어제도 어제 같은 오늘도 오늘 같은 내일도 너만 있으면 완벽해 항상 같이 있을래 난 네가 필요해 You will make my perfect day And I will give my love to youYou will make my perfect dayAnd I will give my love to youYou will make my perfect dayAnd I will give my love to you today
21,미쳤나봐,"소란 (SORAN), 권정열",https://www.melon.com/song/detail.htm?songId=3749078,"인디음악, 포크/블루스",얘기해 필요하면 다 사줄게 괜찮아 안 힘들어 갔다 올게 하루 종일 내가 하루 종일 내가 언제든 배고프면 다 해줄게 가만히 앉아있어 먹여줄게 하루 종일 내가 하루 종일 내가 사랑해서 그래 나를 좋아해줘 baby 내가 원래 그래 나를 칭찬해줘 everyday 너한테만 그래 나를 예뻐해줘 baby 오직 너에게만 나는 진짜 정말 미쳤나봐 미쳤나봐 난 너에게 잡혀 묶였나봐 너에게만 너에게만 난 너에게 꽂혀서 박혔나봐 혼자 있고 싶다면 사라질게 말만 해 원한다면 죽어줄게 하루 종일 내가 하루 종일 내가 사랑해서 그래 나를 좋아해 줘 baby 내가 원래 그래 나를 칭찬해줘 everyday 너한테만 그래 나를 예뻐해 줘 baby 오직 너에게만 나는 진짜 정말 미쳤나봐 미쳤나봐 난 너에게 잡혀 묶였나봐 너에게만 너에게만 난 너에게 꽂혀서 박혔나봐 어쩌려고 요즘에 넌 어쩌려고 뭐하냐고 어쩌려고 그렇게 좋아서 뭘 어쩌려고 어쩌라고 이렇게 난 어쩌라고 너에게만 어쩌라고 이렇게 좋은데 나 미쳤나봐 미쳤나봐 난 너에게 잡혀 묶였나봐 너에게만 너에게만 난 너에게 꽂혀서 박혔나봐 미쳤나봐 미쳤나봐 난 너에게 잡혀 묶였나봐 너에게만 너에게만 난 너에게 꽂혀서 박혔나봐 미쳤나봐
22,Mayday,VICTON (빅톤),https://www.melon.com/song/detail.htm?songId=32640164,댄스,Losing all my sleep on you뜨거웠던 comet 어지럽던 jet lagmaybe 이건 empty set내 심장까지전부 빼앗겨버린 듯해 yeahI wanna 그 속에서 놀려줘넌 아마 날 품은 Village네 품에서Feel me and calm me down주체가 안돼 heal meLove is blind but Your love is unkind그래 그렇게 그 틀에 가둔 채Again again Chillin' meFire off a mayday but I can't waitFire off a mayday uhFire off a mayday but I can't waitFire off a maydayMayday Mayday MaydayAnswer me now그래 이건 S.O.SAs alwaysHol’ up아마도 이 상태로 Die youngBut never mind like cobainYou make me go insane반복된 환영은 maze숨죽여 삼킨 moanin'Don't wanna give up 못 떠나게넌 내 손을 끌어당기지넌 식어버린 듯해또 차갑게 잠기는 파도끝도 없이 에워싸는불안은 Killin' meFire off a mayday but I can't waitFire off a mayday uhFire off a mayday but I can't waitFire off a maydayFire off a mayday but I can't wait갇혀버린 채 uhFire off a mayday but I can't waitFire off a mayday마지막 찰나의 순간에흐려진 잔상이 눈 앞에다 내려 놨을 때무심코 느껴버린 hysteriaSuch a beautiful destroyer희미해진 light 좁아지는 sight난 길을 잃었나 봐아무리 불러도 네겐 닿지 않아이 폭풍 속에 날 놓지 말아줘Fire off a mayday but I can't waitFire off a mayday uhFire off a mayday but I can't waitFire off a maydayFire off a mayday but I can't wait갇혀버린 채 uhFire off a mayday but I can't waitFire off a maydayFire off a maydayFire off a maydayFire off a maydayFire off a mayday yeah
23,Howling,VICTON (빅톤),https://www.melon.com/song/detail.htm?songId=32443499,댄스,볼 수 있을까 너 없다 해도 나살 수 있을까 아니 못 할 테니까돌아가 너를 데리러 갈게 Babe이대로 보내기엔 그건 안 될 것 같아밑바닥까지 추락해버린 나굶주린 짐승처럼 부르짖네살갗을 파고 들어갈 듯한슬픈 울음 소린 그녈 뒤돌아보게can you hear my howling yeahcan you hear my howlingyeah I got 99 problemsbut a feed ain't one hit meHowl on you la la la la그립다 널 부른다Howl on you la la la la내 모든 걸 담아서다신 널 놓치지 않을 거야널 이렇게 안아서우린 영원히 함께해아름다운 눈을 가려서어디도 못 가게내 안에 널 가둘 테니까너와 oh oh oh oh oh네게만 들리게너와 oh oh oh oh oh oh oh네 귓가에 맴돌게다시 불어라 불어라그녀가 나를 바라보게내 숨결이 닿는다면다시 돌아올 테니까흐른다 떨어진다너의 그 눈물 마치 나 같아괜찮아 울지 마 너도 나와 함께라기쁘단 것을 알아 자 내 손을 잡아둘은 break굳은 face looking bad미치게 취급해chicky bangyour love is fakemy love is painwhy love is dead woodeeper than deep 기쁘겠지you gotta runawaywe're beauty and the beastyou gotta runawaywe're beauty and the beastHowl on you la la la la그립다 널 부른다Howl on you la la la la내 모든걸 담아서다신 널 놓치지 않을 거야널 이렇게 안아서우린 영원히 함께해아름다운 눈을 가려서어디도 못 가게내 안에 널 가둘 테니까너와 oh oh oh oh oh네게만 들리게너와 oh oh oh oh oh oh oh네 귓가에 맴돌게다시 불어라 불어라그녀가 나를 바라보게내 숨결이 닿는다면다시 돌아올 테니까저 달빛도 너를 알까울고 있는 너의 모습 다보지 못할까 봐 겁이 나갑자기 사라져 버릴까너무 멀리 왔을까 돌이킬 수가Howl on you 영원하길 약속해다신 널 놓치지 않을 거야널 이렇게 안아서우린 영원히 함께해아름다운 눈을 가려서어디도 못 가게내 안에 널 가둘 테니까너와 oh oh oh oh oh네게만 들리게너와 oh oh oh oh oh oh oh네 귓가에 맴돌게다시 불어라 불어라그녀가 나를 바라보게내 숨결이 닿는다면다시 돌아올 테니까
24,그리운 밤,VICTON (빅톤),https://www.melon.com/song/detail.htm?songId=32147118,댄스,보고 싶다 보고 싶다 보고 싶다 널그리운 건 그때인지 그대인지 몰라불 꺼진 방 나 혼자 널 떠올려봐도점점 더 흐릿해져 가어디를 걸어도전부 네 흔적들뿐일까왜 내가 듣는 노래엔다 우리 얘기뿐일까 yeah시간을 되돌릴 수 있다면네가 있는 미래를 그렸을까네가 없는 날 네가 없는 밤못다 한 말 말 말못해준 게 난 아직 남았는데그리운 밤 밤 밤 밤 밤이 오면네 옆에서 곤히 잠들고만 싶었는데 난되돌려줘 그때의 내가 너에게 다 전할게사랑해 널 이젠 잘 하고 싶어도 못하는 게날 더욱더 힘들게 해네가 더 그리운 밤Late Night Late Night Late Night그리운 밤Way Back Way Back Way Back너 없는 밤I Will Be Your Right Place난 언제나 Right ThereI'm Gonna Be Right There Right There그리운 밤참으로 애썼다가슴 미어지게 애석한마음조차 죄스럽다찬 밤바람도 매섭다흩뿌리는 나의 눈물이 물들인 밤이별을 별처럼 아스라이 수놓는다어둠이 더 짙게 드리운다어찌 이토록 그리울까왜 네가 없는 공간에다 너의 온기뿐일까왜 네가 없는 순간은내 기억 속엔 없을까 yeah시간을 멈출 수만 있다면그 시간에 머물 수 있을까네가 없는 날 네가 없는 밤못다 한 말 말 말못해준 게 난 아직 남았는데그리운 밤 밤 밤 밤 밤이 오면네 옆에서 매일 함께 하고 싶었는데 난되돌려줘 지금의 내가 그때 널 만난다면사랑해 널 그 순간이 행복했었다 전할게그땐 왜 몰랐을까네가 더 그리운 밤Late Night Late Night Late Night그리운 밤Way Back Way Back Way Back너 없는 밤I Will Be Your Right Place난 언제나 Right ThereI'm Gonna Be Right There Right There네가 없는 날 네가 없는 밤네가 없는 날 네가 없는 밤그리운 밤 밤
25,오월애 (俉月哀),VICTON (빅톤),https://www.melon.com/song/detail.htm?songId=31090414,발라드,그립다 내가 너를 떠난다아무런 인사도 못 한 채너를 두고 간다참는다 네가 보고 싶다네 곁에 더 머물고 싶다무엇도 할 수가 없다다시 볼 수 없을 것만같던 우리의 이별도결국 봄바람이 불어왔죠다시 사랑하는 그 날여전히 넌 그 자리에 있어 줘우리가 변치 않게흩날려간 저 꽃잎 따라너와 함께 춤을 춘다 그날처럼 yeah그 기억 속에 아름답던 우리는가슴 깊이 묻어둔다 yeahooh ooh ooh yeah지금보다 더 멋있게네가 다시 바라보게ooh ooh ooh yeah눈물은 보이지 않게지금 뒤돌아보지 않을게하나 둘 셋인생이란 선택의 연속이래사랑이란 믿음 배려 용서 이해시간이란 못 속인대 모순이 된 모습이제 못 숨길 테니 시든 꽃송이 돼가끔 지나간 계절처럼다시 돌아오길 바래 어깨너머듣게 되는 소식에 네가 불어와흘린 눈물만큼네 행복을 빌고 또 빌어다시 볼 수 없을 것만같던 우리의 이별도결국 봄바람이 불어왔죠다시 사랑하는 그 날여전히 넌 그 자리에 있어 줘우리가 변치 않게흩날려간 저 꽃잎 따라너와 함께 춤을 춘다 그날처럼 yeah그 기억 속에 아름답던 우리는가슴 깊이 묻어둔다 yeah눈물이 입술에 맺혀그 맛은 달콤할 뻔했어이 정도면 아름다운 이별이 되겠어That’s all지금보다 더 멋있게네가 다시 바라보게바라보게 만들어기다리게 한 담보로내 뼈와 살을 깎으며저 밖으로 drop it on me눈물은 보이지 않게지금 뒤돌아보지 않을게잠시만 안녕이 시간이 지나면 볼 수 있기를이대로 안녕오늘도 그립고 그립다 너흩날려간 저 꽃잎 따라너와 함께 춤을 춘다 그날처럼 yeah그 기억 속에 아름답던 우리는가슴 깊이 묻어둔다 yeah우리가 함께한 날 지난 기억 다두고가 두고가 행복하길우리가 함께한 날 지난 기억 다두고가 두고가 행복하길 바래
26,Celebrate,VICTON (빅톤),https://www.melon.com/song/detail.htm?songId=31005525,"댄스, 국내드라마",맘이 Love Love Love두근대잖아이건 Love Love Love사랑인 거야오직 단 한 사람너만 곁에 있어준다면I’m in Love with You지금부터 내 모든 시간을 다 더해서Baby 너에게만하루 종일 사용하고 싶은 걸사랑이란 게 어떤 거냐고누가 내게 물어본다면망설이지 않고 그냥 그건 너라고대답할 것 같아맘이 Love Love Love두근대잖아이건 Love Love Love사랑인 거야오직 단 한 사람 너란 단 한 사람매일매일이It's Celebration세상 모든 걸 가진 것 같아이런 날이 드디어 와준 거야오직 단 한 사람I just wanna celebrate with youCelebrate with youYeah We gon' celebrate커플들도 외롭게 해줘우린 바삐 Get awayYeah 이 멜로디에담긴 의미를 알아너와의 인연은 LottoI'm out of my mind남아있어 줘 by my side사랑이란 게 어떤 거냐고누가 내게 물어본다면망설이지 않고 그냥 그건 너라고대답할 것 같아맘이 Love Love Love두근대잖아이건 Love Love Love사랑인 거야오직 단 한 사람 너란 단 한 사람매일매일이It's Celebration세상 모든 걸 가진 것 같아이런 날이 드디어 와준 거야오직 단 한 사람I just wanna celebrate with youCelebrate with youWith you이제 너 아니면 난 안돼내 모든걸 주고 싶은 오직 한 사람어쩌면 우린 생각보다훨씬 오래 전부터시작된 사랑일지 몰라내 처음과 끝은 너뿐인 걸맘이 Love Love Love두근대잖아이건 Love Love Love사랑인 거야오직 단 한 사람 너란 단 한 사람매일매일이It's Celebration세상 모든 걸 가진 것 같아이런 날이 드디어 와준 거야오직 단 한 사람I just wanna celebrate with youCelebrate with you
27,나를 기억해,VICTON (빅톤),https://www.melon.com/song/detail.htm?songId=30720227,댄스,슬픈 얼굴은 널 위해 감춰줄게네가 맘 편히 떠날 수 있도록 Yeah네가 보이지 않을 만큼 멀어질 때까지눈물은 참아 볼게Yeah 사실 속은 검게 타버려 활활당장이라도 너에게 다가가떠나가지 마 날 혼자 두지 마널 붙잡을까 질척거릴까아직 너에게 못해준 게 너무 많아받은 만큼 주지 못한 게 많아너무 못난 사랑이란 걸 알지만 부디넌 나를 기억해 네 마음속에서너와 영원히 숨 쉴 수 있도록넌 나를 기억해 내 세상이었던내 전부였던 너를 잃어버린 날 위해넌 나를 기억해Eh Eh Oh eh ohEh Eh Oh eh ohEh Eh Oh eh oh넌 나를 기억해Eh Eh Oh eh ohEh Eh Oh너와 영원히 숨 쉴 수 있도록아까운 감정 소비에 몰두해네 존재를 거부했고 네 모든 게 소중해 지금Yeah 너가 내 전부이기에 넌 아마 내일도아니 매일 평생 내 빛과 소금이 돼 ye yeEveryday ay bae 내 전부를 너에게You take that 후횐 없을 걸 maybe근데 뭐 어쨌든 간에 나를 기억해기억해야 돼 기억해야만 돼Yeah 그냥 이대로 다 멈춰줘 제발너의 뒷모습뿐이라도 좋아미친 듯이 뛰어 내 맘이 소리쳐너를 다시 돌려달라고 말야아직 너에게 못해준 게 너무 많아받은 만큼 주지 못한 게 많아너무 못난 사랑이란 걸 알지만 부디넌 나를 기억해 네 마음속에서너와 영원히 숨 쉴 수 있도록넌 나를 기억해 내 세상이었던내 전부였던 너를 잃어버린 날 위해넌 나를 기억해Eh Eh Oh eh ohEh Eh Oh eh ohEh Eh Oh eh oh넌 나를 기억해Eh Eh Oh eh ohEh Eh Oh너와 영원히 숨 쉴 수 있도록잊지 말아줘 지우지 말아줘좋은 사람이었다고 나를 기억해줘언젠가 우리 다시 볼 수 있다면그땐 너를 놓지 않을게 놓치지 않을게넌 나를 기억해Eh Eh Oh eh ohEh Eh Oh우리 멀리 있어도 서로를 느낄 수 있게넌 나를 기억해Eh Eh Oh eh ohEh Eh Oh너와 영원히 숨 쉴 수 있도록나를 기억해
