,Artist,Genre,Title,Year
1365,전인권,록/메탈,언제나 영화처럼,1990
1366,현당,성인가요,다시 한번,1990
1367,최진희,성인가요,미련 때문에,1990
1368,봄여름가을겨울,록/메탈,내 품에 안기어,1990
1369,현철,성인가요,봉선화 연정,1990
1370,소방차,댄스,사랑하고 싶어,1990
1371,김상아,발라드,엔젤리나,1990
1372,지예,발라드,얘기하지 말자,1990
1373,지근식,발라드,모두가 잊혀질때면,1990
1374,이선희,발라드,왜 나만,1990
1375,015B,발라드,텅 빈 거리에서,1990
1376,엄인호,록/메탈,첫사랑,1990
1377,이승환,발라드,기다린 날도 지워질 날도,1990
1378,김현식,발라드,내사랑 내곁에 (응답하라 1988 삽입곡),1991
1379,윤상,발라드,이별의 그늘,1991
1380,신승훈,발라드,미소 속에 비친 그대,1991
1381,김성호,발라드,김성호의 회,1991
1382,김완선,댄스,삐에로는 우릴 보고 웃지,1991
1383,전유나,발라드,너를 사랑하고도,1991
1384,양수경,발라드,이별의 끝은 어디인가요,1991
1385,심신,발라드,그대 슬픔까지 사랑해,1991
1386,이승환,발라드,너를 향한 마음,1991
1387,신승훈,댄스,날 울리지마,1991
1388,노사연,성인가요,만남,1991
1389,강수지,발라드,흩어진 나날들,1991
1390,김민우,발라드,친구에게,1991
1391,변진섭,발라드,어떤 이별,1991
1392,푸른하늘,발라드,꿈에서 본 거리,1991
1393,봄여름가을겨울,발라드,외롭지만 혼자 걸을 수 있어,1991
1394,신해철,록/메탈,내 마음 깊은 곳의 너,1991
1395,푸른하늘,발라드,이 밤이 지나도록,1991
1396,이상우,발라드,이젠,1991
1397,최성수,발라드,이제 아침이 왔어요,1991
1398,이상우,발라드,그녀를 만나는 곳 100M 전,1991
1399,015B,발라드,텅 빈 거리에서,1991
1400,양수경,발라드,당신은 어디 있나요,1991
1401,이승환,발라드,기다린 날도 지워질 날도,1991
1402,김광석,포크/블루스,사랑했지만,1991
1403,015B,발라드,너에게 들려주고 싶은 이야기,1991
1404,송재호,발라드,늦지않았음을,1991
1405,김현식,발라드,넋두리,1991
1406,김정수,성인가요,당신,1991
1407,이승철,발라드,그대가 나에게,1991
1408,이범학,발라드,이별 아닌 이별,1991
1409,조용필,성인가요,꿈,1991
1410,동물원,포크/블루스,시청앞 지하철 역에서,1991
1411,유열,발라드,어느날 문득,1991
1412,이승철,댄스,소녀시대,1991
1413,박정수,포크/블루스,그대품에 잠들었으면,1991
1414,박미경,발라드,화요일에 비가 내리면,1991
1415,이선희,발라드,추억의 책장을 넘기면,1991
1416,원미연,발라드,이별여행,1991
1417,신해철,록/메탈,재즈 카페,1991
1418,이선희,발라드,그대가 나를 사랑하신다면,1991
1419,변진섭,발라드,미워서 미워질때,1991
1420,이주엽,발라드,멀어지는 그 미소,1991
1421,변영태,발라드,어떻게든 되겠지,1991
1422,조갑경,발라드,내사랑 투유,1991
1423,노래를 찾는 사람들,포크/블루스,그리운 이름,1991
1424,봄여름가을겨울,발라드,항,1991
1425,김지애,성인가요,몰래한 사랑,1991
1426,한동준,발라드,그대가 이 세,1991
1427,신해철,록/메탈,안녕,1991
1428,최용준,"발라드, 록/메탈",거울이 되어,1991
1429,심신,발라드,오직 하나뿐인 그대,1991
1430,유익종,포크/블루스,차창에 흐르는 이별,1991
1431,이문세,발라드,가을이 가도,1991
1432,권인하,발라드,계절이 음악처럼 흐를때,1991
1433,16년 차이,발라드,16년차이,1991
1434,노래마을,포크/블루스,우리의 노래가 이 그늘진 땅에 햇볕 한 줌 될수 있다면,1991
1435,심명훈,발라드,슬픈 우리사랑,1991
1436,송골매,록/메탈,모여라,1991
1437,하덕규,포크/블루스,쉼,1991
1438,손무현,발라드,제목 없는 시(詩),1991
1439,태진아,성인가요,거울도 안보는 여자,1991
1440,임백천,발라드,헤어짐이 이별은 아니듯,1991
1441,주현미,성인가요,잠깐만,1991
1442,박학기,발라드,자꾸 서성이게 돼,1991
1443,임재범,발라드,이 밤이 지나면,1991
1444,조용필,발라드,Overture/추억속의 재회/마도요,1991
1445,윤태규,발라드,예감으로 느낀 너의 표정(Inst.),1991
1446,민해경,발라드,보고싶은 얼굴,1991
1447,신정숙,포크/블루스,그 사랑이 울고 있어요,1991
1448,장필순,발라드,외로운 사랑,1991
1449,봄여름가을겨울,록/메탈,내 품에 안기어,1991
1450,정탁,성인가요,굿바이,1991
1451,김지환,발라드,아쉬운 이별,1991
1452,오석준,발라드,혼자뿐인 내모습,1991
1453,송시현,포크/블루스,날 사랑하지마,1991
1454,전영록,댄스,이별은 싫어 (`91년),1991
1455,민해경,발라드,미니스커트,1991
1456,김완선,발라드,나만의 것,1991
1457,김태형,발라드,나 항,1991
1458,민해경,발라드,바람이 불어오면,1991
1459,조하문,발라드,"자, 이제 웃어봐",1991
1460,신촌 블루스,록/메탈,첫사랑,1991
1461,장필순,발라드,또 어딘가를 향할때,1991
1462,11월,"발라드, 록/메탈",착각,1991
1463,박정운,발라드,오늘 같은 밤이면,1991
1464,양희은,포크/블루스,가을 아침,1991
1465,동물원,포크/블루스,아침이면,1991
1466,김민우,발라드,휴식같은 친구,1991
1467,김상배,성인가요,몇미터 앞에 두고,1991
1468,여행스케치,"발라드, 포크/블루스",이 세,1991
1469,윤익희,발라드,사랑 느낌,1991
1470,햇빛촌,포크/블루스,시냇물소리,1991
1471,이상훈,발라드,사랑은 기다림으로,1991
1472,방실이,성인가요,서울탱고,1991
1473,그림물감,포크/블루스,그리워 그리워 그리워 그리워,1991
1474,장혜리,발라드,남겨진 시간을 위하여,1991
1475,조동진,포크/블루스,음악은 흐르고,1991
1476,빛과 소금,록/메탈,내곁에서 떠나가지 말아요,1991
1477,홍재선,발라드,하나의 진실,1991
1478,봄여름가을겨울,록/메탈,10년전의 일기를 꺼내어,1992
1479,넥스트,록/메탈,도시인,1992
1480,015B,발라드,아주 오래된 연인들,1992
1481,서태지와 아이들,댄스,난 알아요,1992
1482,김민종,발라드,또 다른 만남을 위해,1992
1483,신승훈,발라드,보이지 않는 사랑,1992
1484,김종서,록/메탈,대답 없는 너,1992
1485,이상우,발라드,하룻밤의 꿈,1992
1486,박정운,발라드,오늘 같은 밤이면,1992
1487,이현우,댄스,꿈,1992
1488,이윤수,포크/블루스,먼지가 되어,1992
1489,이덕진,발라드,내가 아는 한가지,1992
1490,손지창,발라드,내가 너를 느끼듯이,1992
1491,이오공감,발라드,한사람을 위한 마음,1992
1492,김광석,포크/블루스,나의 노래,1992
1493,박준하,발라드,너를 처음만난 그때,1992
1494,양수경,댄스,사랑은 차가운 유혹,1992
1495,조정현,발라드,비애,1992
1496,015B,발라드,떠나간 후에,1992
1497,윤상,발라드,가려진 시간 사이로,1992
1498,015B,발라드,너에게 들려주고 싶은 이야기,1992
1499,신해철,발라드,50년 후의 내모습,1992
1500,신해철,발라드,미소,1992
1501,노영심,발라드,별걸다 기억하는 남자,1992
1502,한영애,록/메탈,말도 안돼,1992
1503,신승훈,댄스,우연히,1992
1504,김규민,발라드,옛이야기,1992
1505,최경식,국내드라마,Main Title : Love Theme 여명의 눈동자,1992
1506,유승범,"록/메탈, 국내드라마",질투,1992
1507,윤설하,발라드,벙어리 바이올린,1992
1508,박정수,포크/블루스,그대품에 잠들었으면,1992
1509,변진섭,발라드,너와 함께 있는 이유,1992
1510,김현철,발라드,그런대로,1992
1511,김현식,발라드,내사랑 내곁에 (응답하라 1988 삽입곡),1992
1512,신성우,록/메탈,내일을 향해,1992
1513,임재범,발라드,이 밤이 지나면,1992
1514,김국환,성인가요,타타타,1992
1515,이승환,발라드,너를 향한 마음,1992
1516,강수지,발라드,내마음 알겠니,1992
1517,현진영,댄스,흐린 기억속의 그대,1992
1518,이승환,발라드,세,1992
1519,김완선,댄스,애수,1992
1520,박준희,댄스,눈 감아봐도,1992
1521,박학기,발라드,유난히,1992
1522,심신,발라드,욕심쟁이,1992
1523,이문세,발라드,옛사랑,1992
1524,김지연,발라드,사랑일기,1992
1525,푸른하늘,발라드,꿈에서 본 거리,1992
1526,이범학,발라드,이별 아닌 이별,1992
1527,김현식,발라드,추억 만들기,1992
1528,한서경,성인가요,낭랑 18세(Mega Mix),1992
1529,이정현,발라드,지지 않는 노을,1992
1530,손무현,발라드,제목 없는 시(詩),1992
1531,서정욱,발라드,예감,1992
1532,강수지,댄스,시간 속의 향기,1992
1533,이문세,댄스,그대 나를 보면,1992
1534,최용준,발라드,너의 모습,1992
1535,김정수,성인가요,당신,1992
1536,서태지와 아이들,댄스,환,1992
1537,송재호,발라드,늦지않았음을,1992
1538,김범룡,발라드,사랑 그이름 하나로,1992
1539,이준석,록/메탈,너에게 하고픈 말,1992
1540,양희은,포크/블루스,가을 아침,1992
1541,윤종신,발라드,처음 만날때처럼,1992
1542,윤종신,발라드,너의 결혼식,1992
1543,김성호,발라드,그사랑 그사랑 어디서 오는 걸까,1992
1544,동물원,포크/블루스,아침이면,1992
1545,김완선,댄스,가장무도회,1992
1546,황치훈,발라드,나는 너를,1992
1547,임지훈,포크/블루스,그대도 나처럼 외로운지,1992
1548,이선희,발라드,조각배,1992
1549,이상우,댄스,오! 사라,1992
1550,오석준,발라드,혼자뿐인 내모습,1992
1551,예민,포크/블루스,산골 소년의 사랑이야기,1992
1552,신윤미,발라드,이젠 됐어,1992
1553,이선희,발라드,그대가 나를 사랑하신다면,1992
1554,신효범,발라드,언제나 그 자리에,1992
1555,양수경,발라드,한번 더 생각해봐요,1992
1556,정미영,발라드,그대 작은 품속으로,1992
1557,이문세,발라드,가을이 가도,1992
1558,강수지,발라드,흩어진 나날들,1992
1559,이상은 (=Lee-tzsche),발라드,더딘 하루,1992
1560,김건모,댄스,잠 못 드는 밤 비는 내리고,1992
1561,박헌종,발라드,꿈꾸는 도시,1992
1562,푸른하늘,발라드,자아도취,1992
1563,전유나,발라드,너를 위한 이별,1992
1564,박정운,발라드,먼 훗날,1992
1565,푸른하늘,발라드,이젠 느낄 수 있어,1992
1566,빛과 소금,록/메탈,내곁에서 떠나가지 말아요,1992
1567,김원준,댄스,모두 잠든 후에,1992
1568,주병선,성인가요,빈손,1992
1569,김정수,성인가요,늦은 재회,1992
1570,김장훈,록/메탈,그곳에,1992
1571,윤태규,발라드,예감으로 느낀 너의 표정,1992
1572,김기하,발라드,흐르는 눈물에 웃음이,1992
1573,권인하,발라드,나의 꿈을 찾아서,1992
1574,철이와 미애,댄스,너는 왜,1992
1575,이주엽,발라드,기억 어디에서도 만나지는 너,1992
1576,조용필,성인가요,슬픈 베아트리체,1992
1577,한동준,발라드,너를 사랑해,1993
1578,이승철,발라드,방황,1993
1579,신승훈,발라드,널 사랑하니까,1993
1580,피노키오,록/메탈,다시만난 너에게,1993
1581,김수희,성인가요,애모,1993
1582,김현철,국내영화,그대안의 블루,1993
1583,노이즈,댄스,너에게 원한건,1993
1584,김광석,포크/블루스,나의 노래,1993
1585,잼,댄스,난 멈추지 않는다,1993
1586,장현철,"록/메탈, 국내드라마",걸어서 하늘까지,1993
1587,신효범,발라드,언제나 그 자리에,1993
1588,김종서,록/메탈,그래도 이제는,1993
1589,박정운,발라드,먼 훗날,1993
1590,푸른하늘,발라드,자아도취,1993
1591,윤종신,발라드,너의 결혼식,1993
1592,서태지와 아이들,댄스,하여가(何如歌),1993
1593,김민종,발라드,하늘 아래서,1993
1594,이무송,발라드,사는게 뭔지,1993
1595,015B,록/메탈,신(新) 인류의 사랑,1993
1596,이상은 (=Lee-tzsche),발라드,언젠가는,1993
1597,김건모,댄스,첫인,1993
1598,나현희,발라드,사랑하지 않을 거야,1993
1599,서편제 OST,국내영화,천년학 (대금 타이틀),1993
1600,이주원,발라드,아껴둔 사랑을 위해,1993
1601,김원준,댄스,모두 잠든 후에,1993
1602,015B,발라드,아주 오래된 연인들,1993
1603,최유나,성인가요,흔적,1993
1604,여행스케치,포크/블루스,옛 친구에게,1993
1605,라종민,국내영화,Say Yes (Part1),1993
1606,EOS(이오에스),댄스,각자의 길,1993
1607,신인수,"발라드, 국내드라마",장미의 미소,1993
1608,김준선,댄스,아라비안 나이트 (Remake),1993
1609,강수지,발라드,그때는 알겠지,1993
1610,김승기,발라드,햄,1993
1611,철이와 미애,댄스,너는 왜,1993
1612,변진섭,발라드,그대 내게 다시,1993
1613,김건모,댄스,잠 못 드는 밤 비는 내리고,1993
1614,정석원,국내드라마,연인 (Original Ver.),1993
1615,듀스,랩/힙합,나를 돌아봐,1993
1616,이승환,발라드,프란다스의 개,1993
1617,윤상,발라드,이별 없던 세,1993
1618,김종서,록/메탈,지금은 알 수 없어 (My Love),1993
1619,김원준,댄스,언제나 (Always),1993
1620,신승훈,댄스,처음 그 느낌처럼,1993
1621,예민,포크/블루스,산골 소년의 사랑이야기,1993
1622,신승훈,댄스,오프닝/날 울리지마,1993
1623,이승환,발라드,내게,1993
1624,더 블루,발라드,너만을 느끼며 (Feat. 티파니&수영),1993
1625,장동건,국내드라마,너에게로 가는 길,1993
1626,조용필,성인가요,슬픈 베아트리체,1993
1627,봄여름가을겨울,록/메탈,알 수 없는 질문들,1993
1628,김태우,댄스,알려지지 않은 아라비안 나이트,1993
1629,서태지와 아이들,댄스,난 알아요,1993
1630,최경식,국내드라마,아들과 딸 Main Title,1993
1631,모자이크,발라드,너의 사고방식,1993
1632,신신애,성인가요,세,1993
1633,현진영,댄스,흐린 기억속의 그대,1993
1634,윤상,발라드,가려진 시간 사이로,1993
1635,푸른하늘,발라드,오렌지 나라의 앨리스,1993
1636,92` 내일은 늦으리,발라드,더 늦기전에 (Themesong),1993
1637,최성수,발라드,장미의 눈물,1993
1638,이문세,발라드,종원에게 (눈물 흘리지 말아요),1993
1639,색종이,발라드,사랑이란 건,1993
1640,박석규,발라드,처음느낀 사랑이야,1993
1641,정연준,-,Pilot,1993
1642,동물원,포크/블루스,우리가 세,1993
1643,양수경,발라드,알수 없는 이별,1993
1644,015B,발라드,그의 비밀,1993
1645,이문세,댄스,그대 나를 보면,1993
1646,인공위성,발라드,사랑이라 부를 수 있을까,1993
1647,한동준,발라드,사랑하는 사람들,1993
1648,김승기,발라드,길고 긴 사랑을 위해,1993
1649,코나,댄스,그녀의 아침,1993
1650,신성우,록/메탈,`친구`라 말할 수 있는 건,1993
1651,김민기,포크/블루스,가을편지,1993
1652,넥스트,록/메탈,도시인,1993
1653,김종서,록/메탈,겨울비,1993
1654,유열,발라드,처음사랑,1993
1655,현진영,댄스,두근 두근 쿵쿵,1993
1656,김명상,국내드라마,거기 지금 누구인가,1993
1657,강산에,록/메탈,...라구요,1993
1658,김건모,발라드,혼자만의 사랑,1993
1659,김태후,발라드,이별,1993
1660,올스타 밴드,발라드,내일은 늦으리,1993
1661,김종찬,발라드,산다는 것은,1993
1662,이승철,발라드,마지막 콘서트,1993
1663,김민종,발라드,또 다른 만남을 위해,1993
1664,박정운,발라드,약속된 이별,1993
1665,이윤수,포크/블루스,먼지가 되어,1993
1666,이승철,발라드,마지막 콘서트,1993
1667,박광현,발라드,재회,1993
1668,박준희,댄스,눈 감아봐도,1993
1669,이덕진,록/메탈,아픈 기억속에서,1993
1670,양수경,발라드,잊어야 할 때,1993
1671,김원준,댄스,아무것도 몰라,1993
1672,김종서,록/메탈,새가 되어가리,1993
1673,푸른하늘,발라드,내게 영원히,1993
1674,양수경,발라드,한번 더 생각해봐요,1993
1675,김건모,댄스,핑계,1994
1676,부활,록/메탈,사랑할수록,1994
1677,김현철,발라드,달의 몰락,1994
1678,전람회,발라드,기억의 습작,1994
1679,윤종신,발라드,오래전 그날,1994
1680,마로니에,댄스,칵테일 사랑,1994
1681,피노키오,록/메탈,다시만난 너에게,1994
1682,강산에,록/메탈,넌 할 수 있어,1994
1683,임주리,성인가요,립스틱 짙게 바르고,1994
1684,신효범,발라드,난 널 사랑해,1994
1685,황규영,댄스,나는 문제 없어,1994
1686,더 클래식,발라드,마법의 성,1994
1687,투투,댄스,일과 이분의 일,1994
1688,신성우,록/메탈,서시,1994
1689,듀스,랩/힙합,우리는,1994
1690,박상민,발라드,멀어져 간 사람아,1994
1691,조규찬,발라드,추억#1,1994
1692,임종환,발라드,그냥 걸었어,1994
1693,모노,발라드,넌 언제나,1994
1694,모자이크,댄스,자유시대,1994
1695,이상우,"발라드, 국내드라마",비창,1994
1696,이승환,발라드,내게,1994
1697,김태영,발라드,혼자만의 사랑,1994
1698,한동준,발라드,너를 사랑해,1994
1699,신승훈,발라드,그 후로 오랫동안,1994
1700,김민교,"록/메탈, 국내드라마",마지막 승부,1994
1701,노이즈,댄스,내가 널 닮아갈 때,1994
1702,김종서,록/메탈,남겨진 독백,1994
1703,김정민,발라드,그대 사랑안에 머물러,1994
1704,015B,록/메탈,신(新) 인류의 사랑,1994
1705,넥스트,발라드,날아라 병아리,1994
1706,민들레,"발라드, 포크/블루스",난 너에게,1994
1707,Mr.2,발라드,하얀 겨울,1994
1708,조관우,발라드,늪,1994
1709,오태호,발라드,기억 속의 멜로디,1994
1710,룰라,댄스,100일(日)째 만남,1994
1711,박정운,발라드,약속된 이별,1994
1712,김종찬,발라드,산다는 것은,1994
1713,구본승,발라드,너 하나만을 위해,1994
1714,서태지와 아이들,록/메탈,발해를 꿈꾸며,1994
1715,데이지,록/메탈,나의 작은새,1994
1716,빛과 소금,록/메탈,오래된 친구,1994
1717,닥터 레게,댄스,어려워 정말 (Extended Ver.),1994
1718,김광석,포크/블루스,일어나,1994
1719,최연제,성인가요,너의 마음을 내게 준다면,1994
1720,김원준,댄스,너 없는 동안,1994
1721,낯선 사람들,"재즈, 보컬재즈",낯선 사람들,1994
1722,강수지,발라드,아름다운 너에게,1994
1723,김종서,록/메탈,세,1994
1724,Mr.2,발라드,난 단지 나일뿐,1994
1725,박정운,발라드,그대만을 위한 사랑,1994
1726,이원진,발라드,시작되는 연인들을 위해,1994
1727,코코,발라드,그리움으로 지는 너,1994
1728,Kiky,댄스,다른 모습,1994
1729,김원준,댄스,짧은 다짐,1994
1730,전일식,록/메탈,널 기다리며,1994
1731,김수희,성인가요,애모,1994
1732,최진영,발라드,사랑을 그대 품안에,1994
1733,유영진,발라드,그대의 향기,1994
1734,화이트,발라드,W.H.I.T.E.,1994
1735,더 블루,발라드,그대와 함께,1994
1736,장철웅,국내드라마,"서울, 이곳은",1994
1737,최연제,발라드,너를 잊을 수 없어,1994
1738,오월,발라드,종로에서,1994
1739,이문세,발라드,종원에게 (눈물 흘리지 말아요),1994
1740,김종서,록/메탈,겨울비,1994
1741,모노,발라드,Paradise,1994
1742,서태지와 아이들,댄스,난 알아요,1994
1743,김건모,댄스,어떤 기다림,1994
1744,박미경,댄스,이유같지 않은 이유,1994
1745,김민기,"인디음악, 포크/블루스",친구에게 (Feat. 전혜선),1994
1746,양수경,발라드,슬픈 연인,1994
1747,뮤,댄스,새로운 느낌,1994
1748,DJ DOC,랩/힙합,수퍼맨의 비애 (Feat. Proud Marry),1994
1749,모자이크,발라드,너의 사고방식,1994
1750,이희진,발라드,용서,1994
1751,김승기,-,당신이 그리워질 때(Main Title Song),1994
1752,쿨 (COOL),댄스,너이길 원했던 이유,1994
1753,김원준,댄스,언제나 (Always),1994
1754,뮤턴트,록/메탈,난 항,1994
1755,신승훈,댄스,처음 그 느낌처럼,1994
1756,좌회전,댄스,예행연습,1994
1757,이창권,국내드라마,다시 시작해,1994
1758,박학기,발라드,날 사랑했다면,1994
1759,박진영,댄스,날 떠나지마,1994
1760,이문세,발라드,한번쯤 아니 두번쯤,1994
1761,룰라,댄스,비밀은 없어,1994
1762,황세옥,댄스,결론,1994
1763,인공위성,발라드,사랑이라 부를 수 있을까,1994
1764,김종서,록/메탈,새가 되어가리,1994
1765,이승철,발라드,겨울그림,1994
1766,Mr.2,발라드,텅빈 객석,1994
1767,듀스,랩/힙합,약한 남자,1994
1768,Issue,발라드,커피 향기의 오후,1994
1769,이현석,록/메탈,학창시절,1994
1770,잼,댄스,어색한 느낌,1994
1771,황승호제,발라드,너만을 느끼는 나,1994
1772,김태후,발라드,이별후에야,1994
1773,푸른하늘,발라드,오렌지 나라의 앨리스,1994
1774,김건모,댄스,잘못된 만남,1995
1775,녹색지대,발라드,사랑을 할꺼야,1995
1776,솔리드,R&B/Soul,이 밤의 끝을 잡고,1995
1777,015B,발라드,슬픈 인연,1995
1778,K2 김성면,록/메탈,슬프도록 아름다운 ...,1995
1779,장혜진,발라드,내게로,1995
1780,이소라,발라드,난 행복해,1995
1781,노이즈,댄스,,1995
1782,윤종신,발라드,부디,1995
1783,한동준,발라드,사랑의 서약,1995
1784,룰라,댄스,날개 잃은 천사,1995
1785,권진원,포크/블루스,살다보면,1995
1786,김광석,포크/블루스,두바퀴로 가는 자동차,1995
1787,피노키오,록/메탈,시간이 흐른뒤에,1995
1788,김혜림,발라드,날 위한 이별,1995
1789,DJ DOC,"발라드, 댄스, 랩/힙합",머피의 법칙,1995
1790,최재훈,발라드,널 보낸 후에,1995
1791,신효범,발라드,너의 곁에 있고 싶어,1995
1792,R.ef,댄스,고요속의 외침,1995
1793,노영심,발라드,그리움만 쌓이네,1995
1794,이장우,발라드,훈련소로 가는 길,1995
1795,성진우,댄스,포기하지 마,1995
1796,박미경,댄스,이브의 경고,1995
1797,더 블루,발라드,친구를 위해,1995
1798,이승환,발라드,천일동안,1995
1799,박진영,댄스,날 떠나지마,1995
1800,조규찬,발라드,아담과 이브는 사과를 깨물었다,1995
1801,박미경,댄스,이유같지 않은 이유,1995
1802,신승훈,발라드,그 후로 오랫동안,1995
1803,박정운,발라드,기억에 남는건 너의 젖은 눈동자,1995
1804,박진영,댄스,청혼가,1995
1805,베이시스,발라드,내가 날 버린 이유,1995
1806,아낌없이 주는 나무,발라드,유년시절의 기행,1995
1807,듀스,댄스,굴레를 벗어나 (Mo Funk Ver.),1995
1808,김현철,"발라드, 국내영화",끝난 건가요,1995
1809,여행스케치,포크/블루스,산다는 건 다 그런게 아니겠니,1995
1810,이은미,발라드,어떤 그리움,1995
1811,지니,록/메탈,뭐야 이건,1995
1812,김원준,댄스,세,1995
1813,투투,댄스,바람 난 여자,1995
1814,뱅크,발라드,가질 수 없는 너,1995
1815,모자이크,발라드,왕자와 병사들,1995
1816,DJ DOC,랩/힙합,수퍼맨의 비애 (Feat. Proud Marry),1995
1817,최민수 (Flyger),록/메탈,의미없는 시간,1995
1818,강수지,발라드,흔들리지마,1995
1819,양수경,발라드,내일이 오면,1995
1820,이문세,발라드,영원한 사랑 (With London Metropolitan Orchestra),1995
1821,장필순,발라드,하루,1995
1822,피아노,발라드,오렌지 향기속으로,1995
1823,안치환,포크/블루스,내가 만일,1995
1824,이승철,발라드,겨울그림,1995
1825,봄여름가을겨울,록/메탈,Mystery,1995
1826,컬트,"인디음악, 록/메탈",너를 품에 안으면,1995
1827,서태지와 아이들,댄스,Come Back Home,1995
1828,최경식,국내드라마,Main Title,1995
1829,김건모,댄스,Show Your Smile (핑계),1995
1830,박지원,댄스,느낌만으로,1995
1831,김종서,록/메탈,플라스틱 신드롬,1995
1832,변진섭,발라드,니가 오는 날,1995
1833,서지원,발라드,또 다른 시작,1995
1834,이덕진,록/메탈,기다릴줄 아는 지혜,1995
1835,룰라,댄스,비밀은 없어,1995
1836,더 클래식,발라드,마법의 성,1995
1837,Mr.2,발라드,텅빈 객석,1995
1838,이현석,록/메탈,학창시절,1995
1839,터보,댄스,나 어릴 적 꿈,1995
1840,유영진,발라드,그대의 향기,1995
1841,화이트,발라드,그대도 나같음을,1995
1842,조관우,발라드,늪,1995
1843,소방차,"발라드, 댄스",G Cafe,1995
1844,R.ef,댄스,,1995
1845,일기예보,발라드,떠나려는 그대를,1995
1846,최연제,발라드,끊어진 반지,1995
1847,최용준,발라드,갈채,1995
1848,김정민,발라드,슬픈 언약식,1995
1849,육각수,록/메탈,흥보가 기가막혀,1995
1850,황세옥,댄스,결론,1995
1851,민들레,"발라드, 포크/블루스",난 너에게,1995
1852,이정섭,발라드,널 보낸 후에,1995
1853,봄여름가을겨울,록/메탈,미인,1995
1854,이승철,"발라드, 국내영화",너의 곁으로,1995
1855,오태호,발라드,눈이 슬픈 그대 -처음 만난 그때로,1995
1856,오태호,발라드,그대만의 전설,1995
1857,삐삐 밴드,"인디음악, 록/메탈",안녕하세요,1995
1858,강산에,록/메탈,넌 할 수 있어,1995
1859,김신우,발라드,기억해줘,1995
1860,화이트,발라드,W.H.I.T.E.,1995
1861,넥스트,록/메탈,Money,1995
1862,김현철,발라드,나를...,1995
1863,노이즈,댄스,어제와 다른 오늘,1995
1864,R.ef,댄스,이별 공식,1995
1865,김대일,발라드,사랑보다 좋은 사랑,1995
1866,솔리드,R&B/Soul,나만의 친구,1995
1867,이원진,발라드,시작되는 연인들을 위해,1995
1868,Papertonic,"발라드, 댄스",너의 궁전,1995
1869,EOS(이오에스),댄스,넌 남이 아냐 (House Ver.),1995
1870,신승훈,발라드,오랜 이별뒤에,1995
1871,김범수,"재즈, 애시드/퓨전/팝",Happy End (Edit Ver.),1995
1872,김원준,댄스,넌 내꺼,1995
1873,최연제,발라드,너를 잊을 수 없어,1995
1874,패닉,록/메탈,달팽이,1996
1875,안치환,포크/블루스,내가 만일,1996
1876,동물원,"발라드, 포크/블루스",널 사랑하겠어,1996
1877,조관우,발라드,모래성,1996
1878,안상수,발라드,영원히 내게,1996
1879,신해철,국내영화,아주 가끔은,1996
1880,김민종,발라드,귀천도애 (歸天道哀),1996
1881,영턱스클럽,댄스,정 (위험한 이별),1996
1882,윤종신,발라드,환생,1996
1883,클론,댄스,꿍따리 샤바라,1996
1884,최재훈,발라드,잊을수 없는 너,1996
1885,솔리드,R&B/Soul,넌 나의 처음이자 마지막이야!,1996
1886,김건모,댄스,스피드,1996
1887,DJ DOC,"댄스, 랩/힙합",여름이야기 (Sky Mix),1996
1888,더 클래식,발라드,여우야(女雨夜),1996
1889,장혜진,발라드,완전한 사랑,1996
1890,US,댄스,지금 이대로,1996
1891,녹색지대,발라드,준비 없는 이별,1996
1892,김성재,"댄스, 랩/힙합",말하자면,1996
1893,서지원,발라드,내 눈물 모아,1996
1894,김정민,발라드,애인(愛人),1996
1895,조관우,발라드,님은 먼곳에,1996
1896,걸,록/메탈,Aspirin (아스피린) (12 String Guitar Ver.),1996
1897,쿨 (COOL),댄스,작은 기다림,1996
1898,전람회,발라드,이방인(異邦人),1996
1899,엄정화,발라드,하늘만 허락한 사랑,1996
1900,김정민,발라드,슬픈 언약식,1996
1901,포지션,발라드,후회 없는 사랑,1996
1902,화이트,발라드,7년간의 사랑,1996
1903,DJ DOC,댄스,겨울이야기,1996
1904,전람회,발라드,취중진담(醉中眞談),1996
1905,룰라,댄스,3!4!,1996
1906,터보,댄스,Twist King,1996
1907,코나,발라드,우리의 밤은 당신의 낮보다 아름답다,1996
1908,녹색지대,발라드,내가 지켜줄께,1996
1909,박정운,발라드,그대 내품에,1996
1910,이소라,발라드,처음 느낌 그대로,1996
1911,정경화,록/메탈,나에게로의 초대,1996
1912,이문세,록/메탈,조조 할인 (Feat. 이적),1996
1913,토이,발라드,내가 너의 곁에 잠시 살았다는 걸,1996
1914,김정민,발라드,마지막 약속,1996
1915,육각수,"발라드, 댄스",다시,1996
1916,강수지,발라드,필요한 건 시간일뿐,1996
1917,R.ef,댄스,찬란한 사랑 (,1996
1918,윤상,발라드,배반,1996
1919,일기예보,록/메탈,좋아 좋아,1996
1920,아이돌,댄스,Bow Wow,1996
1921,김현철,발라드,왜 그래,1996
1922,신성우,록/메탈,슬픔이 올때,1996
1923,베이시스,발라드,작별의식,1996
1924,언타이틀,댄스,책임져,1996
1925,권진원,포크/블루스,살다보면,1996
1926,H.O.T.,댄스,전사의 후예 (폭력시대),1996
1927,이승철,"발라드, 국내영화",너의 곁으로,1996
1928,최성빈,발라드,사랑하는 어머님께,1996
1929,김원준,댄스,Show,1996
